	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-PER	I-PER	B-LOC	I-LOC	B-ORG	I-ORG	B-MISC	I-MISC	O
106	31	"['september', '$NUM$', 'is', 'regarded', 'as', 'tentative', 'because', 'we', 'still', 'have', 'not', 'received', 'the', 'order', 'to', 'fix', 'it', 'on', 'the', 'agenda', ',', '""', 'said', 'an', 'official', 'at', 'parliament', ""'s"", 'agenda', 'section', '.']"	5	4.32258064516129	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	31
107	21	['some', 'of', 'these', 'sales', 'may', 'not', 'be', 'final', 'as', 'they', 'may', 'be', 'subject', 'to', 'inspection', ',', 'survey', 'or', 'other', 'conditions', '.']	4	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	21
108	16	"['officials', 'in', 'netanyahu', ""'s"", 'office', 'were', 'not', 'immediately', 'available', 'for', 'comment', 'on', 'arafat', ""'s"", 'remarks', '.']"	1	5.1875	['netanyahu', 'arafat']	1	7.5	12.5	2	0	0	0	0	0	0	0	14
109	7	['division', 'soccer', 'match', 'played', 'on', 'sunday', ':']	0	4.857142857142857	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
110	12	['--', 'air', 'cargo', 'newsroom', '$UNK$', '$NUM$', '$NUM$', '$NUM$', '$UNK$', '$NUM$', '$NUM$', '$NUM$']	1	4.833333333333333	['air', 'cargo', 'newsroom']	1	5.333333333333333	25.0	0	0	0	0	1	2	0	0	9
111	5	['mandsaur', '$NUM$', 'yellow', '$UNK$', '$UNK$']	2	5.8	['mandsaur']	1	8.0	20.0	0	0	1	0	0	0	0	0	4
112	8	['illawarra', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.5	['illawarra']	1	9.0	12.5	0	0	0	0	1	0	0	0	7
113	19	['the', 'england', 'cricket', 'squad', 'was', 'announced', 'on', 'sunday', 'for', 'the', 'one-day', 'international', 'series', 'against', 'pakistan', 'starting', 'on', 'thursday', '.']	1	5.684210526315789	['england', 'pakistan']	0	7.5	10.526315789473683	0	0	2	0	0	0	0	0	17
114	5	['montreal', '$NUM$', 'san', 'francisco', '$NUM$']	1	6.0	['montreal', 'san', 'francisco']	1	6.666666666666667	60.0	0	0	0	0	2	1	0	0	2
115	37	"['kuchma', 'told', 'a', 'solemn', 'ceremony', 'at', 'the', 'ukraina', 'palace', 'on', 'friday', 'that', '""', 'there', 'was', 'a', 'turning', 'point', '""', 'in', 'reforms', 'and', 'that', 'he', 'expected', 'a', 'rise', 'in', 'the', 'standard', 'of', 'living', 'in', 'the', 'near', 'future', '.']"	8	3.945945945945946	['kuchma', 'ukraina', 'palace']	1	6.333333333333333	8.108108108108109	1	0	1	1	0	0	0	0	34
116	27	['polish', 'president', 'aleksander', 'kwasniewski', 'and', 'his', 'slovenian', 'counterpart', ',', 'milan', 'kucan', ',', 'met', 'for', 'talks', 'at', 'the', 'start', 'of', 'a', 'two-day', 'visit', 'to', 'slovenia', 'by', 'kwasniewski', '.']	6	4.962962962962963	['polish', 'aleksander', 'kwasniewski', 'slovenian', 'milan', 'kucan', 'slovenia', 'kwasniewski']	4	8.125	29.629629629629626	3	2	1	0	0	0	2	0	19
117	29	['at', 'rio', ',', 'they', 'joined', 'up', 'with', 'the', 'national', 'team', 'squad', 'for', 'the', 'journey', 'to', 'moscow', ',', 'where', 'brazil', 'will', 'face', 'russia', 'in', 'a', 'friendly', 'international', 'on', 'wednesday', '.']	4	4.310344827586207	['rio', 'moscow', 'brazil', 'russia']	1	5.25	13.793103448275861	0	0	4	0	0	0	0	0	25
118	32	['the', 'sec', 'dropped', 'a', 'third', 'proposal', 'that', 'would', 'have', 'allowed', 'investors', 'with', 'market', 'orders', 'to', 'trade', 'at', 'a', 'better', 'price', 'if', 'there', 'were', 'shifts', 'in', 'prices', 'before', 'their', 'orders', 'were', 'executed', '.']	6	4.625	['sec']	1	3.0	3.125	0	0	0	0	1	0	0	0	31
119	15	['$NUM$', 'costantino', 'rocca', '(', 'italy', ')', '$NUM$', '$NUM$', '$NUM$', '$NUM$', ',', 'clarence', 'rose', '$NUM$', '$NUM$']	3	4.666666666666667	['costantino', 'rocca', 'italy', 'clarence', 'rose']	3	6.4	33.33333333333333	2	2	1	0	0	0	0	0	10
120	7	['2.', 'marco', 'vaccari', '(', 'italy', ')', '46.16']	3	3.7142857142857144	['marco', 'vaccari', 'italy']	2	5.666666666666667	42.857142857142854	1	1	1	0	0	0	0	0	4
121	7	['$UNK$', 'heiko', '$UNK$', '(', 'germany', ')', '$UNK$']	1	4.142857142857143	['heiko', '$UNK$', 'germany']	1	5.666666666666667	42.857142857142854	1	0	1	0	0	0	0	0	4
122	10	['bnz', 'said', 'it', 'was', 'responding', 'to', 'lower', 'wholesale', 'rates', '.']	3	4.4	['bnz']	1	3.0	10.0	0	0	0	0	1	0	0	0	9
123	18	"['relations', 'with', 'russia', ',', 'which', 'is', 'our', 'main', 'partner', ',', 'have', 'great', 'importance', ',', '""', 'kuchma', 'said', '.']"	4	4.111111111111111	['russia', 'kuchma']	0	6.0	11.11111111111111	1	0	1	0	0	0	0	0	16
124	5	['northamptonshire', '$UNK$', '(', 'k.', 'curran']	2	6.0	['northamptonshire', 'k.', 'curran']	2	8.0	60.0	1	1	0	0	1	0	0	0	2
125	5	"['i', ""'m"", 'only', '$NUM$', '.']"	1	2.6	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	5
126	31	['the', 'spokesman', 'said', 'ekeus', ',', 'chairman', 'of', 'the', 'united', 'nations', 'special', 'commission', '(', 'unscom', ')', ',', 'would', 'spend', 'two', 'or', 'three', 'days', 'in', 'iraq', 'but', 'declined', 'to', 'give', 'further', 'details', '.']	5	4.387096774193548	['ekeus', 'united', 'nations', 'special', 'commission', 'unscom', 'iraq']	2	6.428571428571429	22.58064516129032	1	0	1	0	2	3	0	0	24
127	5	['r.', 'dravid', 'not', 'out', '$NUM$']	2	3.8	['r.', 'dravid']	2	4.0	40.0	1	1	0	0	0	0	0	0	3
128	14	"['""', 'i', 'still', 'have', 'my', 'days', 'where', 'i', 'feel', 'great', 'out', 'there', '.', '""']"	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	14
129	8	['valerenga', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.5	['valerenga']	1	9.0	12.5	0	0	0	0	1	0	0	0	7
130	27	"['recriminations', 'built', 'up', 'over', 'how', 'the', 'scandal', ""'s"", 'central', 'figure', ',', 'convicted', 'child', 'rapist', 'marc', 'dutroux', ',', 'managed', 'to', 'prey', 'on', 'children', 'unhindered', 'for', 'so', 'long', '.']"	10	4.777777777777778	['marc', 'dutroux']	1	5.5	7.4074074074074066	1	1	0	0	0	0	0	0	25
131	1	['$UNK$']	0	5.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	1
132	31	"['iran', ""'s"", 'deputy', 'representative', 'to', 'the', 'united', 'nations', ',', 'majid', 'takht', '$UNK$', ',', 'made', 'the', 'allegations', 'in', 'a', 'letter', 'to', 'u.n.', 'secretary-general', 'boutros', 'boutros-ghali', 'on', 'friday', ',', 'the', 'agency', 'said', '.']"	9	4.967741935483871	['iran', 'united', 'nations', 'majid', 'takht', '$UNK$', 'u.n.', 'boutros', 'boutros-ghali']	6	6.222222222222222	29.03225806451613	2	2	1	0	2	1	0	0	22
133	9	['qualifier', 'vs.', '$NUM$', '-', 'marcelo', 'rios', '(', 'chile', ')']	3	4.0	['marcelo', 'rios', 'chile']	2	5.333333333333333	33.33333333333333	1	1	1	0	0	0	0	0	6
134	13	['haga', 'had', 'the', 'consolation', 'of', 'recording', 'the', 'fastest', 'lap', 'at', '$UNK$', 'kph', '.']	6	4.3076923076923075	['haga']	1	4.0	7.6923076923076925	1	0	0	0	0	0	0	0	12
135	33	['his', 'attorney', ',', '$UNK$', 'sieg', ',', 'told', 'reporters', 'outside', 'the', 'courtroom', 'that', 'the', 'judges', 'had', 'not', 'explained', 'how', 'a', 'german', 'court', 'could', 'judge', 'someone', 'for', 'actions', 'carried', 'out', 'in', 'the', 'united', 'states', '.']	8	4.606060606060606	['$UNK$', 'sieg', 'german', 'united', 'states']	1	5.4	15.151515151515152	0	1	1	1	0	0	1	0	28
136	12	['swiss', 'money', 'market', 'rates', 'remained', 'lower', 'at', 'around', '1.75', 'percent', 'offered', '.']	2	5.083333333333333	['swiss']	0	5.0	8.333333333333332	0	0	0	0	0	0	1	0	11
137	8	['watford', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.25	['watford']	1	7.0	12.5	0	0	0	0	1	0	0	0	7
138	16	"['""', 'the', 'democratic', 'party', 'is', 'indeed', 'the', 'party', 'of', 'true', 'inclusiveness', ',', '""', 'hall', 'said', '.']"	4	4.0625	['democratic', 'party', 'hall']	1	6.333333333333333	18.75	1	0	0	0	1	1	0	0	13
139	9	['one-year', 'funds', 'were', 'at', 'six', ',', '$UNK$', 'percent', '.']	2	4.0	['one-year']	1	8.0	11.11111111111111	0	0	0	0	0	0	1	0	8
140	21	['it', 'was', 'an', 'official', 'of', 'the', 'miss', 'venezuela', 'organisation', 'who', 'first', 'said', 'machado', 'had', 'been', 'told', 'to', 'lose', 'weight', 'fast', '.']	7	4.380952380952381	['miss', 'venezuela', 'organisation', 'machado']	4	8.0	19.047619047619047	1	0	0	0	1	2	0	0	17
141	18	['banisadr', 'lives', 'under', 'round-the-clock', 'security', 'in', 'france', ',', 'fearing', 'tehran', 'could', 'make', 'an', 'attempt', 'on', 'his', 'life', '.']	5	5.055555555555555	['banisadr', 'france', 'tehran']	2	6.666666666666667	16.666666666666664	1	0	2	0	0	0	0	0	15
142	21	['-', 'ip', '/', '$NUM$', '/', '$NUM$', ':', 'commission', 'clears', 'acquisition', 'of', 'austrian', 'food', 'retail', 'chain', 'billa', 'by', 'german', 'group', '$UNK$', '.']	4	4.380952380952381	['commission', 'austrian', 'billa', 'german', '$UNK$']	2	6.8	23.809523809523807	0	0	0	0	2	0	2	0	16
143	22	"['""', 'the', 'biggest', 'thing', 'was', 'my', 'fastball', ',', 'i', 'was', 'able', 'to', 'rotate', 'it', 'pretty', 'good', ',', '""', 'foster', 'said', '.', '""']"	6	3.272727272727273	['foster']	1	6.0	4.545454545454546	1	0	0	0	0	0	0	0	21
144	11	['cycling', '-', 'colonna', 'wins', 'first', 'stage', 'of', 'tour', 'of', 'netherlands', '.']	4	4.454545454545454	['colonna', 'tour', 'of', 'netherlands']	2	6.0	36.36363636363637	1	0	0	0	0	0	1	2	7
145	41	['hatoyama', ',', 'the', '49-year-old', 'grandson', 'of', 'a', '1950s', 'prime', 'minister', ',', 'on', 'tuesday', 'quit', 'as', 'sakigake', 'secretary', 'general', 'and', 'has', 'publicly', 'snubbed', 'the', '62-year-old', 'takemura', ',', 'pointedly', 'ruling', 'his', 'mentor', 'out', 'as', 'a', 'possible', 'member', 'of', 'the', 'new', 'political', 'force', '.']	14	4.951219512195122	['hatoyama', 'sakigake', 'takemura']	3	8.0	7.317073170731707	2	0	0	0	1	0	0	0	38
146	31	['a', '400,000', 'barrel', 'cargo', 'of', 'ecuadorian', 'oriente', 'and', '960,000', 'barrels', 'of', 'nigerian', 'escravos', 'was', 'awarded', 'in', 'a', 'tender', 'for', 'oct', '15-18', 'late', 'last', 'week', ',', 'but', 'price', 'information', 'remains', 'vague', '.']	10	4.774193548387097	['ecuadorian', 'oriente', 'nigerian', 'escravos']	2	8.25	12.903225806451612	0	0	0	0	2	1	1	0	27
147	2	['london', '$UNK$']	0	5.5	['london']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
148	25	['fiscal', 'policy', 'was', 'expected', 'to', 'be', 'loosened', 'a', 'bit', 'in', 'the', 'second', 'half', 'of', 'this', 'year', ',', 'boosting', 'growth', 'without', 'running', 'into', 'a', 'deficit', '.']	4	4.24	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	25
149	3	['new', 'york', '$UNK$']	0	4.0	['new', 'york']	0	3.5	66.66666666666666	0	0	1	1	0	0	0	0	1
150	16	['i', 'have', 'stayed', 'out', 'of', 'the', 'way', 'and', 'let', 'them', 'get', 'on', 'with', 'the', 'job', '.']	4	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	16
151	2	['$UNK$', '.']	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
152	3	['$UNK$', '$NUM$', '6-3']	1	4.333333333333333	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	3
153	17	['chris', 'boardman', '(', 'britain', ')', '$UNK$', '(', 'world', 'record', ')', 'beat', 'andrea', 'collinelli', '(', 'italy', ')', '$UNK$']	1	4.235294117647059	['chris', 'boardman', 'britain', 'andrea', 'collinelli', 'italy']	1	6.833333333333333	35.294117647058826	2	2	2	0	0	0	0	0	11
154	2	['extras', '$NUM$']	1	5.5	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
155	25	['they', 'said', 'dead', 'included', 'five', 'refugees', 'from', 'the', '$UNK$', 'part', 'of', 'kashmir', ',', 'where', 'moslem', 'militants', 'have', 'waged', 'a', 'separatist', 'revolt', 'since', 'early', '$NUM$', '.']	8	4.8	['$UNK$', 'kashmir', 'moslem']	2	6.0	12.0	0	0	1	0	0	0	1	0	22
156	35	['police', 'said', 'james', 'lee', 'williams', ',', '$NUM$', ',', 'was', 'stopped', 'at', 'a', 'bangkok', 'airport', 'departure', 'lounge', 'on', 'monday', 'after', 'officials', 'found', 'the', 'drug', 'in', 'a', 'bag', 'that', 'williams', 'planned', 'to', 'carry', 'onto', 'the', 'plane', '.']	11	4.4	['james', 'lee', 'williams', 'bangkok', 'williams']	2	6.2	14.285714285714285	2	2	1	0	0	0	0	0	30
157	5	['+3', 'jim', 'furyk', 'through', '$NUM$']	1	4.4	['jim', 'furyk']	1	4.0	40.0	1	1	0	0	0	0	0	0	3
158	2	['london', '$UNK$']	0	5.5	['london']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
159	34	"['jan', 'buettner', ',', 'managing', 'director', 'of', 'aol', 'germany', ',', 'said', 'adon', 'was', 'in', 'the', 'formation', 'phase', 'and', 'would', '""', 'get', 'off', 'the', 'ground', 'next', 'year', ',', 'bringing', 'in', 'advertising', 'from', 'around', 'europe', '.', '""']"	11	4.205882352941177	['jan', 'buettner', 'aol', 'germany', 'adon', 'europe']	4	5.166666666666667	17.647058823529413	1	1	1	0	2	1	0	0	28
160	32	['boardman', 'clocked', 'four', 'minutes', '$UNK$', 'seconds', 'to', 'slice', 'more', 'than', 'six', 'seconds', 'from', 'the', 'previous', 'world', 'mark', 'of', '$UNK$', 'set', 'by', 'olympic', 'champion', 'andrea', 'collinelli', 'of', 'italy', 'in', 'atlanta', 'in', 'july', '.']	2	4.78125	['boardman', 'olympic', 'andrea', 'collinelli', 'italy', 'atlanta']	0	7.166666666666667	18.75	2	1	2	0	0	0	1	0	26
161	20	"['thomson', 'resigned', 'after', 'the', 'club', ""'s"", 'directors', 'asked', 'him', 'to', 'return', 'to', 'his', 'previous', 'position', 'as', 'youth', 'team', 'coach', '.']"	6	4.6	['thomson']	1	7.0	5.0	1	0	0	0	0	0	0	0	19
162	5	['pretoria', ',', 'south', 'africa', '$UNK$']	1	5.0	['pretoria', 'south', 'africa']	1	6.333333333333333	60.0	0	0	2	1	0	0	0	0	2
163	8	['groningen', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.5	['groningen']	1	9.0	12.5	0	0	0	0	1	0	0	0	7
164	33	"['viral', 'meningitis', 'has', 'killed', '$NUM$', 'people', 'in', 'romania', ""'s"", 'capital', 'bucharest', 'this', 'month', 'in', 'what', 'doctors', 'said', 'on', 'thursday', 'was', 'the', 'worst', 'epidemic', 'of', 'its', 'type', 'in', 'the', 'country', 'for', 'a', 'decade', '.']"	9	4.515151515151516	['romania', 'bucharest']	2	8.0	6.0606060606060606	0	0	2	0	0	0	0	0	31
165	15	['(', 'marseille', ')', ',', 'robert', 'pires', '(', 'metz', ')', ',', 'thierry', 'henry', '(', 'monaco', ')']	6	3.3333333333333335	['marseille', 'robert', 'pires', 'metz', 'thierry', 'henry', 'monaco']	6	6.0	46.666666666666664	2	2	0	0	3	0	0	0	8
166	8	['goals', 'for', ',', 'against', ',', 'points', ')', ':']	0	3.125	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	8
167	29	"['nato', ""'s"", 'top', 'military', 'men', '--', 'general', 'george', 'joulwan', ',', 'supreme', 'allied', 'commander', 'europe', ',', 'and', 'general', 'john', 'sheehan', ',', 'supreme', 'allied', 'commander', 'atlantic', '--', 'will', 'also', 'attend', '.']"	6	4.862068965517241	['nato', 'george', 'joulwan', 'europe', 'john', 'sheehan', 'atlantic']	5	6.0	24.137931034482758	2	2	2	0	1	0	0	0	22
168	5	['--', 'sofia', 'newsroom', ',', '$UNK$']	1	4.2	['sofia', 'newsroom']	1	6.5	40.0	0	0	0	0	1	1	0	0	3
169	13	['standings', '(', 'tabulated', 'under', 'played', ',', 'won', ',', 'drawn', ',', 'lost', ',', 'points']	0	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	13
170	19	"['there', 'are', 'too', 'many', 'holes', 'in', 'what', 'we', 'know', ',', 'and', 'these', 'must', 'be', 'filled', 'very', 'quickly', '.', '""']"	3	3.473684210526316	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	19
171	7	['pohang', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.142857142857143	['pohang']	1	6.0	14.285714285714285	0	0	0	0	1	0	0	0	6
172	8	['chonan', '$NUM$', 'anyang', '$NUM$', '(', 'halftime', '1-0', ')']	2	4.375	['chonan', 'anyang']	2	6.0	25.0	0	0	0	0	2	0	0	0	6
173	4	['schalke', '$NUM$', 'bochum', '$NUM$']	2	5.75	['schalke', 'bochum']	2	6.5	50.0	0	0	0	0	2	0	0	0	2
174	34	['queen', 'beatrix', 'of', 'the', 'netherlands', 'will', 'pay', 'a', 'four-day', 'state', 'visit', 'to', 'south', 'africa', 'in', 'october', ',', 'the', 'first', 'by', 'a', 'ruling', 'dutch', 'monarch', ',', 'the', 'south', 'african', 'foreign', 'ministry', 'said', 'on', 'thursday', '.']	5	4.470588235294118	['beatrix', 'the', 'netherlands', 'south', 'africa', 'dutch', 'south', 'african']	1	6.125	23.52941176470588	1	0	2	2	0	0	2	1	26
175	7	['underlying', 'govt', 'bond', '7.0', 'pct', 'sept', '$NUM$']	4	4.714285714285714	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
176	26	['a', 'polish', 'schoolgirl', 'blackmailed', 'two', 'women', 'with', 'anonymous', 'letters', 'threatening', 'death', 'and', 'later', 'explained', 'that', 'she', 'needed', 'money', 'for', 'textbooks', ',', 'police', 'said', 'on', 'thursday', '.']	7	5.423076923076923	['polish']	0	6.0	3.8461538461538463	0	0	0	0	0	0	1	0	25
177	6	['-', 'parliamentary', 'battle', 'in', 'beirut', '$UNK$']	2	5.5	['beirut']	0	6.0	16.666666666666664	0	0	1	0	0	0	0	0	5
178	9	['sv', 'salzburg', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	2	5.0	['sv', 'salzburg']	2	5.0	22.22222222222222	0	0	0	0	1	1	0	0	7
179	41	"['""', 'this', 'is', 'a', 'major', 'championship', 'golf', 'course', ',', 'and', 'for', 'me', 'to', 'perform', 'well', 'on', 'this', 'style', 'of', 'course', 'is', 'a', 'big', 'step', 'up', 'for', 'me', 'in', 'my', 'career', 'and', 'my', 'performance', 'in', 'future', 'majors', ',', '""', 'he', 'said', '.']"	8	3.4634146341463414	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	41
180	28	['later', 'in', 'the', 'day', ',', 'helped', 'by', 'the', 'firmer', 'wall', 'street', 'opening', ',', 'paris', 'climbed', 'back', 'to', 'the', '$NUM$', 'level', 'but', 'still', 'remained', 'well', 'into', 'negative', 'territory', '.']	9	4.357142857142857	['wall', 'street', 'paris']	3	5.0	10.714285714285714	0	0	2	1	0	0	0	0	25
181	5	['no', 'one', 'was', 'hurt', '.']	1	2.6	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	5
182	32	"['a', 'year', 'after', 'its', 'massively', 'publicized', 'introduction', ',', 'microsoft', 'corp.', ""'s"", 'windows', '$NUM$', 'computer', 'operating', 'system', 'has', 'fallen', 'short', 'of', 'the', 'most', 'optimistic', 'expectations', 'for', 'the', 'software', 'giant', 'and', 'the', 'industry', '.']"	10	5.46875	['microsoft', 'corp.', 'windows', '$NUM$']	1	6.5	12.5	0	0	0	0	1	1	1	0	28
183	46	"['it', 'also', 'cited', 'the', 'potential', 'problem', 'of', 'a', 'two-tiered', 'market', 'in', 'which', 'market', 'makers', 'quote', 'one', 'price', 'to', 'public', 'investors', 'while', 'quoting', 'better', 'prices', 'in', 'private', 'systems', ',', 'thus', 'robbing', 'investors', 'without', 'access', 'to', '""', 'hidden', '""', 'quotes', 'the', 'benefit', 'of', 'the', 'best', 'available', 'prices', '.']"	13	4.8478260869565215	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	46
184	13	['-', 'palestinian', 'minister', 'erekat', 'says', '$UNK$', 'talks', 'will', 'begin', 'by', 'september', '$NUM$', '.']	1	5.076923076923077	['palestinian', 'erekat', '$UNK$']	1	7.333333333333333	23.076923076923077	1	0	0	0	0	0	1	0	10
185	7	['soccer', '-', 'nice', 'sack', 'coach', 'emon', '.']	2	3.5714285714285716	['nice', 'emon']	1	4.0	28.57142857142857	1	0	0	0	1	0	0	0	5
186	5	['airdrieonians', '$NUM$', 'east', 'fife', '$NUM$']	3	6.2	['airdrieonians', 'east', 'fife']	3	7.0	60.0	0	0	0	0	2	1	0	0	2
187	1	['6-1']	1	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	1
188	22	['the', 'dusty', 'town', 'of', 'taibe', 'lacks', 'the', 'amenities', 'of', 'jewish', 'communities', 'and', 'many', 'israeli', 'arabs', 'have', 'long', 'complained', 'of', 'state', 'discrimination', '.']	9	5.181818181818182	['taibe', 'jewish', 'israeli', 'arabs']	3	5.75	18.181818181818183	0	0	1	0	0	0	2	1	18
189	41	"['the', 'man', ',', 'who', 'said', 'he', 'had', 'once', 'been', 'engaged', 'to', 'her', ',', 'first', 'knifed', '$UNK$', ""'s"", 'husband', 'in', 'the', 'leg', ',', 'then', 'stabbed', 'her', 'three', 'times', 'in', 'the', 'chest', 'when', 'she', 'tried', 'to', 'intervene', 'during', 'the', 'incident', 'on', 'tuesday', '.']"	11	3.8536585365853657	['$UNK$']	0	5.0	2.4390243902439024	0	0	0	0	0	0	0	0	40
190	15	"['canada', ""'s"", 'minister', 'of', 'foreign', 'affairs', 'lloyd', 'axworthy', 'said', 'after', 'meeting', 'hong', 'kong', 'gov', '.']"	4	4.866666666666666	['canada', 'lloyd', 'axworthy', 'hong', 'kong']	3	5.4	33.33333333333333	1	1	2	1	0	0	0	0	10
191	8	['-', 'output', 'expectations', '*', '+22', '+22', '+12', '+16']	3	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	8
192	35	"['heavy', 'drinkers', 'in', 'a', 'nicaraguan', 'city', 'were', 'searching', 'for', 'someone', 'who', 'has', 'covered', 'them', 'in', '""', '$UNK$', '""', 'while', 'they', 'were', 'passed', 'out', 'in', 'a', 'drunken', 'stupor', ',', 'a', 'local', 'newspaper', 'reported', 'on', 'tuesday', '.']"	7	4.314285714285714	['nicaraguan']	0	10.0	2.857142857142857	0	0	0	0	0	0	1	0	34
193	26	['cup', 'holders', 'fiorentina', 'easily', 'beat', 'cosenza', '3-1', 'while', 'european', 'cup', 'holders', 'juventus', 'also', 'cruised', 'through', 'with', 'a', '2-0', 'win', 'at', 'small', 'southern', 'club', 'fidelis', 'andria', '.']	10	5.115384615384615	['cup', 'fiorentina', 'cosenza', 'european', 'cup', 'juventus', 'fidelis', 'andria']	5	6.5	30.76923076923077	0	0	0	0	4	1	2	1	18
194	11	['he', 'did', 'not', 'say', 'how', 'they', 'had', 'contracted', 'the', 'illness', '.']	4	3.8181818181818183	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	11
195	19	"['a', 'spokesman', 'for', 'merrill', 'lynch', 'said', 'the', 'bank', 'was', 'preparing', 'to', 'issue', 'a', 'note', 'on', 'the', 'sector', '.', '""']"	6	3.8421052631578947	['merrill', 'lynch']	2	6.0	10.526315789473683	0	0	0	0	1	1	0	0	17
196	5	['california', '$NUM$', 'new', 'york', '$NUM$']	0	5.4	['california', 'new', 'york']	0	5.666666666666667	60.0	0	0	0	0	2	1	0	0	2
197	30	['swiss', 'league', 'leaders', 'neuchatel', 'xamax', 'said', 'on', 'tuesday', 'they', 'would', 'appeal', 'against', 'a', 'nine-month', 'ban', 'imposed', 'on', 'french', 'international', 'defender', 'jean-pierre', 'cyprien', 'for', 'his', 'part', 'in', 'a', 'post-match', 'brawl', '.']	10	5.466666666666667	['swiss', 'neuchatel', 'xamax', 'french', 'jean-pierre', 'cyprien']	4	7.166666666666667	20.0	1	1	0	0	1	1	2	0	24
198	11	['patrick', 'rafter', '(', 'australia', ')', 'vs.', 'kenneth', 'carlsen', '(', 'denmark', ')']	5	4.545454545454546	['patrick', 'rafter', 'australia', 'kenneth', 'carlsen', 'denmark']	5	7.166666666666667	54.54545454545454	2	2	2	0	0	0	0	0	5
199	6	"['men', ""'s"", 'singles', ',', 'first', 'round']"	0	3.8333333333333335	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
200	7	['$UNK$', 'irina', 'privalova', '(', 'russia', ')', '11.28']	3	4.571428571428571	['irina', 'privalova', 'russia']	2	6.666666666666667	42.857142857142854	1	1	1	0	0	0	0	0	4
201	9	['msv', 'duisburg', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	2	5.111111111111111	['msv', 'duisburg']	2	5.5	22.22222222222222	0	0	0	0	1	1	0	0	7
202	15	['$NUM$', 'francisco', 'cea', '(', 'spain', ')', '$NUM$', '$NUM$', ',', 'gavin', 'levenson', '(', 'south', 'africa', ')']	3	4.066666666666666	['francisco', 'cea', 'spain', 'gavin', 'levenson', 'south', 'africa']	3	5.857142857142857	46.666666666666664	2	2	2	1	0	0	0	0	8
203	9	['north', 'sydney', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	1	5.111111111111111	['north', 'sydney']	1	5.5	22.22222222222222	0	0	0	0	1	1	0	0	7
204	14	"['-', 'maronite', 'patriarch', 'sfeir', 'expressed', 'sorrow', 'over', 'the', 'violations', 'in', 'sunday', ""'"", 'elections', '.']"	5	5.285714285714286	['maronite', 'sfeir']	2	6.5	14.285714285714285	1	0	0	0	1	0	0	0	12
205	45	"['""', 'we', 'have', 'been', 'seeking', 'to', 'double', 'our', 'profits', '(', 'during', 'the', 'period', ')', 'and', 'we', 'are', 'confident', 'of', 'doing', 'so', ',', '""', 'vw', 'chief', 'financial', 'officer', 'bruno', 'adelt', 'told', 'a', 'briefing', 'as', 'part', 'of', 'the', 'formal', 'introduction', 'of', 'the', 'new', 'vw', 'passat', 'sedan', '.']"	11	3.9555555555555557	['vw', 'bruno', 'adelt', 'vw', 'passat']	3	4.0	11.11111111111111	1	1	0	0	1	0	1	1	40
206	4	['$UNK$', '$NUM$', 'fluminense', '$NUM$']	1	6.25	['$UNK$', 'fluminense']	1	7.5	50.0	0	0	0	0	1	0	0	0	2
